21286,2137,8,107,SOLO,MID,1
21284,2137,6,131,SOLO,TOP,1
21307,2139,9,49,DUO,BOT,0
21308,2139,10,122,DUO,BOT,0
21304,2139,6,5,NONE,JUNGLE,0
21306,2139,8,57,SOLO,MID,0
21305,2139,7,55,SOLO,TOP,0
21300,2139,2,136,DUO,BOT,1
21302,2139,4,137,DUO,BOT,1
21303,2139,5,133,NONE,JUNGLE,1
21299,2139,1,59,SOLO,MID,1
21301,2139,3,75,SOLO,TOP,1
21311,2140,3,136,DUO_SUPPORT,BOT,0
21312,2140,4,137,DUO_CARRY,BOT,0
21313,2140,5,60,NONE,JUNGLE,0
21310,2140,2,72,SOLO,MID,0
21309,2140,1,77,SOLO,TOP,0
21317,2140,9,61,DUO,BOT,1
21316,2140,8,117,DUO,BOT,1
21315,2140,7,29,NONE,JUNGLE,1
21318,2140,10,107,SOLO,MID,1
21314,2140,6,54,SOLO,TOP,1
21350,2144,2,99,DUO,BOT,0
21353,2144,5,121,DUO,BOT,0
21351,2144,3,32,NONE,JUNGLE,0
21349,2144,1,123,SOLO,MID,0
21352,2144,4,19,SOLO,TOP,0
21357,2144,9,37,DUO_SUPPORT,BOT,1
21358,2144,10,122,DUO_CARRY,BOT,1
21356,2144,8,64,NONE,JUNGLE,1
21355,2144,7,57,SOLO,MID,1
21354,2144,6,102,SOLO,TOP,1
21396,2148,8,82,DUO_CARRY,BOT,0
21397,2148,9,98,DUO_SUPPORT,BOT,0
21398,2148,10,60,NONE,JUNGLE,0
21394,2148,6,51,DUO,MID,0
21395,2148,7,69,DUO,MID,0
21392,2148,4,59,DUO_SUPPORT,BOT,1
21391,2148,3,72,DUO_CARRY,BOT,1
21389,2148,1,52,NONE,JUNGLE,1
21390,2148,2,102,NONE,JUNGLE,1
21393,2148,5,87,SOLO,MID,1
21407,2149,9,15,DUO_CARRY,BOT,0
21406,2149,8,37,DUO_SUPPORT,BOT,0
21405,2149,7,52,NONE,JUNGLE,0
21408,2149,10,57,SOLO,MID,0
21404,2149,6,36,SOLO,TOP,0
21399,2149,1,61,DUO,BOT,1
21402,2149,4,93,DUO,BOT,1
21403,2149,5,56,NONE,JUNGLE,1
21401,2149,3,38,SOLO,MID,1
21400,2149,2,35,SOLO,TOP,1
21427,2151,9,22,DUO_CARRY,BOT,0
21426,2151,8,79,DUO_SUPPORT,BOT,0
21425,2151,7,55,NONE,JUNGLE,0
21428,2151,10,1,SOLO,MID,0
21424,2151,6,41,SOLO,TOP,0
21421,2151,3,48,DUO,BOT,1
21419,2151,1,49,DUO,BOT,1
21423,2151,5,56,NONE,JUNGLE,1
21420,2151,2,85,SOLO,MID,1
21422,2151,4,66,SOLO,TOP,1
21500,2159,2,43,DUO,BOT,0
21503,2159,5,45,DUO,BOT,0
21502,2159,4,81,DUO,MID,0
21499,2159,1,123,DUO,MID,0
21501,2159,3,68,SOLO,TOP,0
21507,2159,9,134,DUO,BOT,1
21505,2159,7,135,DUO,BOT,1
21504,2159,6,38,NONE,JUNGLE,1
21508,2159,10,57,SOLO,MID,1
21506,2159,8,77,SOLO,TOP,1
21533,2162,5,79,DUO,BOT,0
21529,2162,1,122,DUO,BOT,0
21532,2162,4,101,NONE,JUNGLE,0
21531,2162,3,123,SOLO,MID,0
21530,2162,2,71,SOLO,TOP,0
21538,2162,10,92,DUO_CARRY,BOT,1
21534,2162,6,130,DUO_SUPPORT,BOT,1
21535,2162,7,19,NONE,JUNGLE,1
21537,2162,9,87,SOLO,MID,1
21536,2162,8,81,SOLO,TOP,1
22669,2276,1,78,NONE,BOT,0
22670,2276,2,88,NONE,BOT,0
22673,2276,5,118,NONE,BOT,0
22671,2276,3,38,DUO,MID,0
22672,2276,4,116,DUO,MID,0
22676,2276,8,12,DUO,BOT,1
22675,2276,7,99,DUO,BOT,1
22677,2276,9,70,NONE,JUNGLE,1
22678,2276,10,45,SOLO,MID,1
22674,2276,6,24,SOLO,TOP,1
22693,2278,5,97,DUO,BOT,0
22692,2278,4,105,DUO,BOT,0
22690,2278,2,19,NONE,JUNGLE,0
22689,2278,1,89,SOLO,MID,0
22691,2278,3,81,SOLO,TOP,0
22694,2278,6,122,DUO_CARRY,BOT,1
22695,2278,7,130,DUO_SUPPORT,BOT,1
22697,2278,9,60,NONE,JUNGLE,1
22698,2278,10,34,SOLO,MID,1
22696,2278,8,54,SOLO,TOP,1
22704,2279,6,118,DUO,BOT,0
22705,2279,7,130,DUO,BOT,0
22708,2279,10,7,DUO,MID,0
22706,2279,8,24,DUO,MID,0
22707,2279,9,71,SOLO,TOP,0
22700,2279,2,49,DUO,BOT,1
22703,2279,5,137,DUO,BOT,1
22701,2279,3,100,NONE,JUNGLE,1
22699,2279,1,97,SOLO,MID,1
22702,2279,4,54,SOLO,TOP,1
22715,2280,7,122,DUO_CARRY,BOT,0
22714,2280,6,130,DUO_SUPPORT,BOT,0
22717,2280,9,60,NONE,JUNGLE,0
22718,2280,10,125,SOLO,MID,0
22716,2280,8,10,SOLO,TOP,0
22712,2280,4,61,DUO,BOT,1
22713,2280,5,83,DUO,BOT,1
22711,2280,3,32,NONE,JUNGLE,1
22709,2280,1,75,SOLO,MID,1
22710,2280,2,102,SOLO,TOP,1
23426,2351,8,72,DUO,BOT,0
23427,2351,9,78,DUO,BOT,0
23424,2351,6,11,NONE,JUNGLE,0
23428,2351,10,45,SOLO,MID,0
23425,2351,7,102,SOLO,TOP,0
23421,2351,3,122,DUO_CARRY,BOT,1
23422,2351,4,130,DUO_SUPPORT,BOT,1
23420,2351,2,95,NONE,JUNGLE,1
23419,2351,1,123,SOLO,MID,1
23423,2351,5,96,SOLO,TOP,1
23590,2368,2,21,DUO,BOT,0
23592,2368,4,48,DUO,BOT,0
23589,2368,1,95,NONE,JUNGLE,0
23591,2368,3,4,SOLO,MID,0
23593,2368,5,17,SOLO,TOP,0
23597,2368,9,120,DUO_CARRY,BOT,1
23598,2368,10,130,DUO_SUPPORT,BOT,1
23595,2368,7,126,NONE,JUNGLE,1
23596,2368,8,45,SOLO,MID,1
23594,2368,6,74,SOLO,TOP,1
23627,2371,9,25,DUO_SUPPORT,BOT,0
23626,2371,8,120,DUO_CARRY,BOT,0
23628,2371,10,66,DUO,MID,0
23625,2371,7,107,DUO,MID,0
23624,2371,6,60,SOLO,TOP,0
23620,2371,2,22,DUO_CARRY,BOT,1
23619,2371,1,65,DUO_SUPPORT,BOT,1
23623,2371,5,11,NONE,JUNGLE,1
23622,2371,4,38,SOLO,MID,1
23621,2371,3,131,SOLO,TOP,1
23747,2383,9,25,DUO_SUPPORT,BOT,0
23744,2383,6,134,DUO_CARRY,BOT,0
23745,2383,7,100,NONE,JUNGLE,0
23746,2383,8,107,SOLO,MID,0
23748,2383,10,11,SOLO,TOP,0
23741,2383,3,17,DUO,BOT,1
23742,2383,4,72,DUO,BOT,1
23739,2383,1,126,NONE,JUNGLE,1
23743,2383,5,1,SOLO,MID,1
23740,2383,2,96,SOLO,TOP,1
23772,2386,4,18,DUO,BOT,0
23771,2386,3,115,DUO,BOT,0
23773,2386,5,56,NONE,JUNGLE,0
23769,2386,1,125,SOLO,MID,0
23770,2386,2,123,SOLO,TOP,0
23777,2386,9,37,DUO_SUPPORT,BOT,1
23774,2386,6,118,DUO_CARRY,BOT,1
23775,2386,7,112,NONE,JUNGLE,1
23776,2386,8,105,SOLO,MID,1
23778,2386,10,121,SOLO,TOP,1
24825,2491,7,21,DUO,BOT,0
24824,2491,6,45,DUO,BOT,0
24827,2491,9,126,NONE,JUNGLE,0
24828,2491,10,113,SOLO,MID,0
24826,2491,8,58,SOLO,TOP,0
24821,2491,3,99,SOLO,BOT,1
24822,2491,4,100,NONE,JUNGLE,1
24823,2491,5,130,NONE,JUNGLE,1
24819,2491,1,34,SOLO,MID,1
24820,2491,2,74,SOLO,TOP,1
24835,2492,7,136,DUO,BOT,0
24834,2492,6,137,DUO,BOT,0
24837,2492,9,10,SOLO,MID,0
24838,2492,10,74,DUO,TOP,0
24836,2492,8,112,DUO,TOP,0
24832,2492,4,49,DUO,BOT,1
24831,2492,3,122,DUO,BOT,1
24833,2492,5,1,NONE,JUNGLE,1
24829,2492,1,24,NONE,JUNGLE,1
24830,2492,2,111,SOLO,TOP,1
24867,2495,9,49,DUO,BOT,0
24866,2495,8,118,DUO,BOT,0
24864,2495,6,19,NONE,JUNGLE,0
24868,2495,10,63,SOLO,MID,0
24865,2495,7,74,SOLO,TOP,0
24860,2495,2,37,DUO_SUPPORT,BOT,1
24861,2495,3,137,DUO_CARRY,BOT,1
24862,2495,4,69,NONE,JUNGLE,1
24859,2495,1,59,SOLO,MID,1
24863,2495,5,46,SOLO,TOP,1
24896,2498,8,118,DUO_CARRY,BOT,0
24894,2498,6,121,DUO_SUPPORT,BOT,0
24895,2498,7,35,NONE,JUNGLE,0
24897,2498,9,125,NONE,JUNGLE,0
24898,2498,10,74,SOLO,TOP,0
24893,2498,5,78,DUO,BOT,1
24890,2498,2,122,DUO,BOT,1
24892,2498,4,3,NONE,JUNGLE,1
24889,2498,1,79,SOLO,MID,1
24891,2498,3,70,SOLO,TOP,1
26842,2693,4,61,DUO,BOT,0
26843,2693,5,98,DUO,BOT,0
26841,2693,3,101,NONE,JUNGLE,0
26840,2693,2,89,SOLO,MID,0
26839,2693,1,8,SOLO,TOP,0
26848,2693,10,70,DUO_SUPPORT,BOT,1
26845,2693,7,122,DUO_CARRY,BOT,1
26846,2693,8,53,NONE,JUNGLE,1
26844,2693,6,10,SOLO,MID,1
26847,2693,9,96,SOLO,TOP,1
26889,2698,1,49,DUO,BOT,0
26891,2698,3,120,DUO,BOT,0
26893,2698,5,101,NONE,JUNGLE,0
26890,2698,2,94,SOLO,MID,0
26892,2698,4,23,SOLO,TOP,0
26896,2698,8,44,DUO_SUPPORT,BOT,1
26894,2698,6,122,DUO_CARRY,BOT,1
26897,2698,9,68,NONE,JUNGLE,1
26898,2698,10,7,SOLO,MID,1
26895,2698,7,27,SOLO,TOP,1
27036,2712,8,32,DUO,BOT,0
27034,2712,6,118,DUO,BOT,0
27035,2712,7,101,NONE,JUNGLE,0
27038,2712,10,81,DUO,MID,0
27037,2712,9,87,DUO,MID,0
27033,2712,5,117,DUO,BOT,1
27032,2712,4,122,DUO,BOT,1
27031,2712,3,88,NONE,JUNGLE,1
27029,2712,1,1,SOLO,MID,1
27030,2712,2,17,SOLO,TOP,1
27096,2718,8,9,DUO,BOT,0
27094,2718,6,72,DUO,BOT,0
27098,2718,10,70,NONE,JUNGLE,0
27097,2718,9,87,SOLO,MID,0
27095,2718,7,23,SOLO,TOP,0
27092,2718,4,122,DUO_CARRY,BOT,1
27091,2718,3,135,DUO_SUPPORT,BOT,1
27090,2718,2,96,NONE,JUNGLE,1
27089,2718,1,25,SOLO,MID,1
27093,2718,5,17,SOLO,TOP,1
27122,2721,4,4,DUO,BOT,0
27120,2721,2,61,DUO,BOT,0
27121,2721,3,5,NONE,JUNGLE,0
27119,2721,1,1,SOLO,MID,0
27123,2721,5,66,SOLO,TOP,0
27127,2721,9,114,DUO_SUPPORT,BOT,1
27128,2721,10,118,DUO_CARRY,BOT,1
27125,2721,7,32,NONE,JUNGLE,1
27126,2721,8,125,SOLO,MID,1
27124,2721,6,54,SOLO,TOP,1
27137,2722,9,98,DUO_SUPPORT,BOT,0
27134,2722,6,137,DUO_CARRY,BOT,0
27136,2722,8,1,NONE,JUNGLE,0
27138,2722,10,32,NONE,JUNGLE,0
27135,2722,7,66,SOLO,TOP,0
27132,2722,4,21,DUO,BOT,1
27131,2722,3,117,DUO,BOT,1
27129,2722,1,64,NONE,JUNGLE,1
27133,2722,5,57,SOLO,MID,1
27130,2722,2,71,SOLO,TOP,1
28717,2880,9,22,DUO_CARRY,BOT,0
28714,2880,6,97,DUO_SUPPORT,BOT,0
28715,2880,7,35,NONE,JUNGLE,0
28718,2880,10,41,SOLO,MID,0
28716,2880,8,69,SOLO,TOP,0
28710,2880,2,3,DUO,BOT,1
28711,2880,3,122,DUO,BOT,1
28712,2880,4,95,NONE,JUNGLE,1
28713,2880,5,103,SOLO,MID,1
28709,2880,1,81,SOLO,TOP,1
28754,2884,6,1,DUO_SUPPORT,BOT,0
28758,2884,10,122,DUO_CARRY,BOT,0
28755,2884,7,19,NONE,JUNGLE,0
28757,2884,9,84,SOLO,MID,0
28756,2884,8,31,SOLO,TOP,0
28752,2884,4,117,DUO,BOT,1
28753,2884,5,137,DUO,BOT,1
28750,2884,2,60,NONE,JUNGLE,1
28751,2884,3,34,SOLO,MID,1
28749,2884,1,81,SOLO,TOP,1
28813,2890,5,29,DUO,BOT,0
28811,2890,3,78,DUO,BOT,0
28810,2890,2,11,NONE,JUNGLE,0
28809,2890,1,123,SOLO,MID,0
28812,2890,4,81,SOLO,TOP,0
28817,2890,9,49,DUO_SUPPORT,BOT,1
28818,2890,10,122,DUO_CARRY,BOT,1
28814,2890,6,55,NONE,JUNGLE,1
28816,2890,8,4,SOLO,MID,1
28815,2890,7,27,SOLO,TOP,1
29516,2961,2,60,DUO,BOT,0
29515,2961,1,137,DUO,BOT,0
29517,2961,3,28,NONE,JUNGLE,0
29519,2961,5,114,SOLO,MID,0
29518,2961,4,83,SOLO,TOP,0
29524,2961,10,40,DUO_SUPPORT,BOT,1
29520,2961,6,61,DUO_CARRY,BOT,1
29522,2961,8,46,NONE,JUNGLE,1
29523,2961,9,59,SOLO,MID,1
29521,2961,7,91,SOLO,TOP,1
29571,2966,7,49,DUO,BOT,0
29574,2966,10,118,DUO,BOT,0
29572,2966,8,58,NONE,JUNGLE,0
29573,2966,9,104,SOLO,MID,0
29570,2966,6,77,SOLO,TOP,0
29566,2966,2,120,DUO_CARRY,BOT,1
29567,2966,3,130,DUO_SUPPORT,BOT,1
29565,2966,1,11,NONE,JUNGLE,1
29568,2966,4,97,SOLO,MID,1
29569,2966,5,90,SOLO,TOP,1
29680,2977,6,29,DUO_CARRY,BOT,0
29683,2977,9,136,DUO_SUPPORT,BOT,0
29682,2977,8,95,NONE,JUNGLE,0
29684,2977,10,57,SOLO,MID,0
29681,2977,7,71,SOLO,TOP,0
29677,2977,3,21,DUO,BOT,1
29676,2977,2,37,DUO,BOT,1
29679,2977,5,60,NONE,JUNGLE,1
29678,2977,4,1,SOLO,MID,1
29675,2977,1,81,SOLO,TOP,1
29742,2983,8,25,DUO,BOT,0
29740,2983,6,72,DUO,BOT,0
29741,2983,7,24,NONE,JUNGLE,0
29743,2983,9,105,SOLO,MID,0
29744,2983,10,39,SOLO,TOP,0
29738,2983,4,16,DUO_SUPPORT,BOT,1
29739,2983,5,122,DUO_CARRY,BOT,1
29736,2983,2,60,NONE,JUNGLE,1
29737,2983,3,57,SOLO,MID,1
29735,2983,1,83,SOLO,TOP,1
29750,2984,6,113,DUO,BOT,0
29751,2984,7,137,DUO,BOT,0
29754,2984,10,95,NONE,JUNGLE,0
29753,2984,9,87,SOLO,MID,0
29752,2984,8,96,SOLO,TOP,0
29748,2984,4,61,DUO_CARRY,BOT,1
29747,2984,3,130,DUO_SUPPORT,BOT,1
29746,2984,2,101,NONE,JUNGLE,1
29745,2984,1,123,SOLO,MID,1
29749,2984,5,23,SOLO,TOP,1
32351,3244,7,14,DUO,BOT,0
32350,3244,6,48,DUO,BOT,0
32354,3244,10,106,NONE,JUNGLE,0
32353,3244,9,89,SOLO,MID,0
32352,3244,8,70,SOLO,TOP,0
32347,3244,3,61,DUO_CARRY,BOT,1
32348,3244,4,130,DUO_SUPPORT,BOT,1
32346,3244,2,20,NONE,JUNGLE,1
32345,3244,1,107,SOLO,MID,1
32349,3244,5,41,SOLO,TOP,1
32375,3247,1,92,DUO_CARRY,BOT,0
32379,3247,5,117,DUO_SUPPORT,BOT,0
32376,3247,2,60,NONE,JUNGLE,0
32377,3247,3,51,SOLO,MID,0
32378,3247,4,81,SOLO,TOP,0
32383,3247,9,48,DUO,BOT,1
32382,3247,8,130,DUO,BOT,1
32384,3247,10,88,NONE,JUNGLE,1
32381,3247,7,7,SOLO,MID,1
32380,3247,6,71,SOLO,TOP,1
32578,3267,4,22,DUO,BOT,0
32579,3267,5,122,DUO,BOT,0
32575,3267,1,126,NONE,JUNGLE,0
32576,3267,2,63,SOLO,MID,0
32577,3267,3,113,SOLO,TOP,0
32580,3267,6,59,DUO_SUPPORT,BOT,1
32582,3267,8,118,DUO_CARRY,BOT,1
32584,3267,10,60,NONE,JUNGLE,1
32583,3267,9,57,SOLO,MID,1
32581,3267,7,81,SOLO,TOP,1
36193,3629,3,118,DUO_CARRY,BOT,0
36192,3629,2,130,DUO_SUPPORT,BOT,0
36191,3629,1,29,NONE,JUNGLE,0
36194,3629,4,125,SOLO,MID,0
36195,3629,5,93,SOLO,TOP,0
36197,3629,7,45,DUO,BOT,1
36198,3629,8,61,DUO,BOT,1
36199,3629,9,88,NONE,JUNGLE,1
36200,3629,10,87,SOLO,MID,1
36196,3629,6,39,SOLO,TOP,1
37241,3734,1,61,DUO,BOT,0
37242,3734,2,124,DUO,BOT,0
37244,3734,4,100,NONE,JUNGLE,0
37243,3734,3,89,SOLO,MID,0
37245,3734,5,17,SOLO,TOP,0
37248,3734,8,49,DUO_SUPPORT,BOT,1
37250,3734,10,120,DUO_CARRY,BOT,1
37246,3734,6,88,NONE,JUNGLE,1
37249,3734,9,8,SOLO,MID,1
37247,3734,7,125,SOLO,TOP,1
40948,4110,4,72,DUO_CARRY,BOT,0
40945,4110,1,98,DUO_SUPPORT,BOT,0
40949,4110,5,56,NONE,JUNGLE,0
40946,4110,2,87,SOLO,MID,0
40947,4110,3,102,SOLO,TOP,0
40950,4110,6,29,DUO,BOT,1
40952,4110,8,130,DUO,BOT,1
40954,4110,10,60,NONE,JUNGLE,1
40951,4110,7,45,SOLO,MID,1
40953,4110,9,39,SOLO,TOP,1
41089,4124,5,130,SOLO,BOT,0
41085,4124,1,53,NONE,JUNGLE,0
41088,4124,4,51,DUO,MID,0
41086,4124,2,92,DUO,MID,0
41087,4124,3,23,SOLO,TOP,0
41090,4124,6,1,DUO,BOT,1
41091,4124,7,99,DUO,BOT,1
41093,4124,9,11,NONE,JUNGLE,1
41092,4124,8,57,SOLO,MID,1
41094,4124,10,81,SOLO,TOP,1
41158,4131,4,72,DUO,BOT,0
41159,4131,5,93,DUO,BOT,0
41156,4131,2,88,NONE,JUNGLE,0
41157,4131,3,125,SOLO,MID,0
41155,4131,1,27,SOLO,TOP,0
41163,4131,9,16,DUO_SUPPORT,BOT,1
41160,4131,6,99,DUO_CARRY,BOT,1
41164,4131,10,56,NONE,JUNGLE,1
41162,4131,8,87,SOLO,MID,1
41161,4131,7,54,SOLO,TOP,1
41200,4135,6,29,DUO,BOT,0
41202,4135,8,78,DUO,BOT,0
41203,4135,9,11,NONE,JUNGLE,0
41201,4135,7,38,SOLO,MID,0
41204,4135,10,102,SOLO,TOP,0
41199,4135,5,120,DUO_CARRY,BOT,1
41198,4135,4,130,DUO_SUPPORT,BOT,1
41196,4135,2,55,NONE,JUNGLE,1
41197,4135,3,57,SOLO,MID,1
41195,4135,1,75,SOLO,TOP,1
41223,4137,9,110,DUO,BOT,0
41224,4137,10,137,DUO,BOT,0
41222,4137,8,5,NONE,JUNGLE,0
41221,4137,7,89,SOLO,MID,0
41220,4137,6,96,SOLO,TOP,0
41216,4137,2,61,DUO,BOT,1
41215,4137,1,130,DUO,BOT,1
41218,4137,4,55,NONE,JUNGLE,1
41217,4137,3,51,SOLO,MID,1
41219,4137,5,14,SOLO,TOP,1
41253,4140,9,12,NONE,BOT,0
41254,4140,10,28,NONE,BOT,0
41251,4140,7,48,NONE,BOT,0
41250,4140,6,87,DUO,MID,0
41252,4140,8,113,DUO,MID,0
41249,4140,5,85,DUO,BOT,1
41246,4140,2,122,DUO,BOT,1
41245,4140,1,53,NONE,JUNGLE,1
41247,4140,3,57,SOLO,MID,1
41248,4140,4,3,SOLO,TOP,1
41319,4147,5,25,DUO,BOT,0
41315,4147,1,29,DUO,BOT,0
41316,4147,2,28,NONE,JUNGLE,0
41317,4147,3,50,DUO,MID,0
41318,4147,4,87,DUO,MID,0
41320,4147,6,72,DUO,BOT,1
41323,4147,9,95,DUO,BOT,1
41322,4147,8,60,NONE,JUNGLE,1
41324,4147,10,57,SOLO,MID,1
41321,4147,7,96,SOLO,TOP,1
41327,4148,3,49,DUO,BOT,0
41326,4148,2,71,DUO,BOT,0
41328,4148,4,89,NONE,JUNGLE,0
41325,4148,1,13,SOLO,MID,0
41329,4148,5,88,SOLO,TOP,0
41334,4148,10,118,DUO_CARRY,BOT,1
41331,4148,7,130,DUO_SUPPORT,BOT,1
41330,4148,6,5,NONE,JUNGLE,1
41332,4148,8,45,SOLO,MID,1
41333,4148,9,31,SOLO,TOP,1
41497,4165,3,18,DUO_CARRY,BOT,0
41495,4165,1,43,DUO_SUPPORT,BOT,0
41496,4165,2,32,NONE,JUNGLE,0
41498,4165,4,87,SOLO,MID,0
41499,4165,5,81,SOLO,TOP,0
41501,4165,7,99,DUO,BOT,1
41504,4165,10,123,DUO,BOT,1
41502,4165,8,11,NONE,JUNGLE,1
41503,4165,9,113,SOLO,MID,1
41500,4165,6,89,SOLO,TOP,1
41516,4167,2,21,DUO,BOT,0
41517,4167,3,29,DUO,BOT,0
41518,4167,4,20,NONE,JUNGLE,0
41519,4167,5,3,SOLO,MID,0
41515,4167,1,89,SOLO,TOP,0
41521,4167,7,61,DUO_CARRY,BOT,1
41520,4167,6,128,DUO_SUPPORT,BOT,1
41522,4167,8,35,NONE,JUNGLE,1
41523,4167,9,4,SOLO,MID,1
41524,4167,10,66,SOLO,TOP,1
41623,4177,9,110,DUO,BOT,0
41620,4177,6,137,DUO,BOT,0
41622,4177,8,91,NONE,JUNGLE,0
41621,4177,7,87,SOLO,MID,0
41624,4177,10,24,SOLO,TOP,0
41616,4177,2,21,DUO_CARRY,BOT,1
41617,4177,3,84,DUO_SUPPORT,BOT,1
41618,4177,4,11,NONE,JUNGLE,1
41619,4177,5,4,SOLO,MID,1
41615,4177,1,54,SOLO,TOP,1
41692,4184,8,3,NONE,JUNGLE,0
41690,4184,6,124,NONE,JUNGLE,0
41693,4184,9,134,NONE,JUNGLE,0
41694,4184,10,12,DUO,MID,0
41691,4184,7,30,DUO,MID,0
41688,4184,4,22,DUO,BOT,1
41685,4184,1,130,DUO,BOT,1
41689,4184,5,35,DUO,MID,1
41686,4184,2,57,DUO,MID,1
41687,4184,3,54,SOLO,TOP,1
41775,4193,1,92,DUO,BOT,0
41779,4193,5,130,DUO,BOT,0
41777,4193,3,35,NONE,JUNGLE,0
41776,4193,2,70,SOLO,MID,0
41778,4193,4,116,SOLO,TOP,0
41783,4193,9,40,DUO_SUPPORT,BOT,1
41781,4193,7,61,DUO_CARRY,BOT,1
41780,4193,6,88,NONE,JUNGLE,1
41784,4193,10,1,SOLO,MID,1
41782,4193,8,53,SOLO,TOP,1
41855,4201,1,134,SOLO,BOT,0
41859,4201,5,35,NONE,JUNGLE,0
41857,4201,3,49,DUO,MID,0
41856,4201,2,89,DUO,MID,0
41858,4201,4,102,SOLO,TOP,0
41864,4201,10,110,DUO,BOT,1
41860,4201,6,118,DUO,BOT,1
41863,4201,9,19,NONE,JUNGLE,1
41862,4201,8,87,SOLO,MID,1
41861,4201,7,125,SOLO,TOP,1
41917,4207,3,37,DUO,BOT,0
41916,4207,2,82,DUO,BOT,0
41915,4207,1,20,NONE,JUNGLE,0
41919,4207,5,24,DUO,MID,0
41918,4207,4,87,DUO,MID,0
41922,4207,8,122,DUO,BOT,1
41921,4207,7,130,DUO,BOT,1
41923,4207,9,60,NONE,JUNGLE,1
41924,4207,10,80,SOLO,MID,1
41920,4207,6,13,SOLO,TOP,1
41999,4215,5,78,DUO_SUPPORT,BOT,0
